"periodo_evasao";"id_aluno";"codigo_curso";"periodo_ingressao";"codigo_ingressao";"codigo_evasao";"nota_ingressao";"naturalidade";"estado";"tipo_ensino";"cotista";"ano_nascimento";"genero";"matricula"
2014.2;95198296449;21316110;2011.2;16;4;492.5;"CAJAZEIRAS";"PB";NA;NA;1974;"F";211230169
2014.2;10178504459;41207100;2011.2;16;4;675.8;"CUITÉ";"PB";NA;NA;1993;"F";411220062
2014.2;8358520409;21312210;2011.2;16;4;582.8;"CACHOEIRA DOS ÍNDIOS";"PB";NA;NA;1989;"F";211230111
2014.2;6700379407;41201210;2011.2;16;4;570.4;"SANTA LUZIA";NA;NA;NA;1987;"M";411220042
2014.2;1453225480;91402100;2011.2;16;4;539.4;"SOUSA";"PB";NA;NA;1988;"M";911240044
2014.2;2048239358;13311150;2011.2;16;4;560.9;"TERESINA";"PI";NA;NA;1987;"M";111230340
2014.2;2687278483;13311110;2011.2;16;4;491.4;"CAMPINA GRANDE";"PB";NA;NA;1977;"F";111230360
2014.2;10171097459;13301200;2011.2;16;4;625;"TAQUARITINGA DO NORTE";"PE";NA;NA;1992;"M";111230470
2014.2;8282973475;51206100;2011.2;16;4;599.1;"TIMBAÚBA";"PE";NA;NA;1989;"F";511220106
2014.2;6455567420;13304200;2011.2;16;4;581.3;"CAMPINA GRANDE";"PB";NA;NA;1989;"M";111230492
2014.2;4991426405;14102100;2011.2;16;4;620;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";111250010
2014.2;4350220402;14102100;2011.2;16;4;621.4;"CAMPINA GRANDE";"PB";NA;NA;1982;"M";111210949
2014.2;7514931473;13304200;2011.2;6;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1987;"M";111230745
2014.2;5499938431;21316110;2011.2;16;4;462.2;"CAJAZEIRAS";"PB";1;NA;1990;"M";211230196
2014.2;8954071406;11126100;2011.2;6;4;NA;"AROEIRAS";"PB";NA;NA;1990;"F";111210922
2014.2;9900304403;51204100;2011.2;16;4;596.4;"CAICÓ";"RN";1;NA;1993;"F";511220080
2014.2;5519307300;91402100;2012.1;16;4;591;"ORÓS";"CE";2;NA;1993;"M";912140007
2014.2;10573322406;51109110;2012.1;16;4;485.5;"CAMPINA GRANDE";"PB";2;NA;1993;"F";512110236
2014.2;8802322422;21109210;2012.1;16;4;517.6;"SANTO ANDRÉ";"SP";2;NA;1991;"M";212110115
2014.2;6524587421;71318200;2012.1;16;4;552.6;"SUMÉ";"PB";2;NA;1988;"F";712130135
2014.2;9421046412;71420100;2012.1;16;4;452;"SUMÉ";"PB";2;NA;1992;"F";712140056
2014.2;9537364402;71131100;2012.1;16;4;408.4;"SUMÉ";"PB";2;NA;1993;"F";712110250
2014.2;9673901414;21107110;2012.1;16;4;531.2;"SOUSA";"PB";2;NA;1991;"F";212110070
2014.2;6589458405;21109210;2012.1;16;4;548.6;"SOUSA";"PB";2;NA;1994;"M";212110087
2014.2;4267408408;31301200;2012.1;16;4;572.9;"SOUSA";"PB";1;NA;1983;"M";312130037
2014.2;9775971489;51201210;2012.1;16;4;642.7;"NOVA FLORESTA";"PB";2;NA;1992;"M";512120069
2014.2;9151968401;31301200;2012.1;16;4;610.2;"NAZAREZINHO";"PB";2;NA;1993;"M";312130044
2014.2;5344856423;71318200;2012.1;16;4;601.4;"JOÃO PESSOA";"PB";1;NA;1984;"M";712130110
2014.2;8994841407;91130100;2012.1;16;4;585.2;"ITAPORANGA";"PB";2;NA;1990;"M";912110117
2014.2;9454383469;41403100;2012.1;16;4;558.3;"DIAMANTE";"PB";2;NA;1992;"M";412140100
2014.2;1618231499;51109210;2012.1;16;4;596.9;"CUITÉ";"PB";2;NA;1991;"M";512110179
2014.2;10260805416;14102100;2012.1;16;4;685;"CUITÉ";"PB";1;NA;1994;"F";112110025
2014.2;9570167432;51109210;2012.1;16;4;470.5;"CUITÉ";"PB";2;NA;1992;"F";512110243
2014.2;8773177474;51201210;2012.1;16;4;519.5;"CUITÉ";"PB";2;NA;1988;"F";512120240
2014.2;4258520160;11124100;2012.1;16;4;654.6;"BRASÍLIA";"DF";1;NA;1994;"M";112150584
2014.2;8268713488;41201110;2012.1;16;4;532.7;"PATOS";"PB";2;NA;1990;"F";412120094
2014.2;9723615452;71420100;2012.1;16;4;496.2;"CAMPINA GRANDE";"PB";1;NA;1992;"F";712140028
2014.2;6194247452;12208200;2012.1;16;4;690.7;"CAMPINA GRANDE";"PB";1;NA;1985;"F";112120103
2014.2;7019558488;13316210;2012.1;16;4;625.3;"CAMPINA GRANDE";"PB";2;NA;1986;"M";112130393
2014.2;10603076424;51204100;2012.1;16;4;607.8;"CURRAIS NOVOS";"RN";1;NA;1994;"F";512120152
2014.2;10055872484;13309110;2012.1;16;4;550.4;"CAMPINA GRANDE";"PB";3;NA;1993;"M";112130768
2014.2;1587760460;13304100;2012.1;16;4;570.5;"CAMPINA GRANDE";"PB";1;NA;1991;"M";112130436
2014.2;1426262442;51109110;2012.1;16;4;481.4;"ACARI";"RN";2;NA;1993;"F";512110233
2014.2;4766707303;15122100;2012.2;16;4;664.4;"CRATO";"CE";1;NA;1992;"M";112210196
2014.2;8147815433;14102100;2012.2;16;4;629.5;"SÃO PAULO";"SP";2;NA;1993;"M";112210100
2014.2;8991760465;21309210;2012.2;16;4;530.4;"SOUSA";"PB";2;NA;1991;"M";212230023
2014.2;9667014452;21316110;2012.2;16;4;482.2;"SOUSA";"PB";2;NA;1990;"F";212230218
2014.2;9418275422;91130100;2012.2;16;4;526.2;"SOUSA";"PB";2;NA;1993;"M";912210242
2014.2;7471579447;41201210;2012.2;16;4;593.9;"SANTA LUZIA";"PB";2;NA;1992;"F";412220041
2014.2;7647946471;91402100;2012.2;16;4;514.7;"POMBAL";"PB";2;NA;1990;"M";912240024
2014.2;6214343451;91402100;2012.2;16;4;513.5;"POMBAL";"PB";2;NA;1994;"M";912240045
2014.2;7317400416;91130100;2012.2;16;4;535.8;"POMBAL";"PB";2;NA;1992;"F";912210191
2014.2;10166016462;41207100;2012.2;16;4;628;"PATOS";"PB";3;NA;1993;"F";412220191
2014.2;9133162450;14123100;2012.2;16;4;599.9;"JOÃO PESSOA";"PB";2;NA;1992;"M";112211106
2014.2;5261618410;51203100;2012.2;16;4;556.8;"CUITÉ";"PB";2;NA;1984;"M";512220344
2014.2;2566239452;51204100;2012.2;16;4;553.2;"CUITÉ";"PB";2;NA;1976;"M";512220270
2014.2;9276518401;91402100;2012.2;16;4;522.2;"CONCEIÇÃO";"PB";2;NA;1990;"M";912240004
2014.2;9612013470;91125100;2012.2;16;4;468.1;"CATOLÉ DO ROCHA";"PB";4;NA;1993;"F";912210221
2014.2;8803346490;14102100;2012.2;16;4;634.5;"CAMPINA GRANDE";"PB";2;NA;1992;"M";112210077
2014.2;11161763430;14102100;2012.2;16;4;634.1;"CAMPINA GRANDE";"PB";1;NA;1993;"F";112210081
2014.2;9477574490;13304200;2012.2;16;4;632.7;"CAMPINA GRANDE";"PB";2;NA;1993;"M";112230118
2014.2;7833530492;13304200;2012.2;16;4;566;"CAMPINA GRANDE";"PB";1;NA;1990;"M";112230127
2014.2;9044105442;51206100;2012.2;16;4;558;"NOVA FLORESTA";"PB";2;NA;1991;"F";512220360
2014.2;7214098490;21204100;2012.2;16;4;582.9;"CAJAZEIRAS";"PB";1;NA;1993;"F";212220023
2014.2;99180006353;51203100;2012.2;16;4;586.5;"IGUATU";"CE";1;NA;1991;"F";512220053
2014.2;7884235412;51204100;2012.2;16;4;570.3;"CAICÓ";"RN";1;NA;1994;"F";512220097
2014.2;9423969445;15101100;2012.2;2;4;6.7;"CAMPINA GRANDE";"PB";1;NA;1990;"M";112210916
2014.2;9500190460;21310210;2012.2;16;4;560.5;"BONITO DE SANTA FÉ";"PB";2;NA;1992;"M";212230061
2014.2;6956576406;13311110;2012.2;16;4;400.9;"AREIA";"PB";2;NA;1986;"M";112230353
2014.2;9736341461;51204100;2012.2;16;4;564;"CAICÓ";"RN";2;NA;1993;"F";512220063
2014.2;3724284365;12208200;2013.1;16;4;628.3;"FORTALEZA";"CE";1;NA;1993;"F";113120348
2014.2;7656959440;11133100;2013.1;6;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1989;"F";113112075
2014.2;9678919494;12204100;2013.1;6;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1992;"F";113120264
2014.2;9955726407;91130100;2013.1;16;4;607.3;"BONITO DE SANTA FÉ";"PB";1;NA;1995;"M";913110152
2014.2;6311548410;41410100;2013.1;16;4;589.2;"AREIA";"PB";1;NA;1995;"F";413140239
2014.2;11175313416;41403100;2013.1;16;4;511;"ÁGUA BRANCA";"PB";2;NA;1996;"M";413140238
2014.2;46584714420;51201210;2013.1;16;4;495.3;"NATAL";"RN";2;NA;1968;"F";513120474
2014.2;10382512499;51204100;2013.1;16;4;557.4;"NATAL";"RN";2;NA;1995;"F";513120428
2014.2;10524638438;14102100;2013.1;16;4;661;"FORTALEZA";"CE";1;NA;1995;"M";113110888
2014.2;9558030473;71132100;2013.1;16;4;488;"AREIA BRANCA";"RN";1;NA;1993;"F";713110362
2014.2;8910783478;21107110;2013.1;16;4;640.2;"BRASÍLIA";"DF";2;2;1994;"M";213110049
2014.2;8892129457;51109210;2013.1;16;4;558.8;"RIO VERDE";"GO";2;NA;1990;"F";513110166
2014.2;5582399437;21309110;2013.1;16;4;541.6;"SÃO JOSÉ DOS CAMPOS";"SP";2;NA;1990;"M";213130041
2014.2;10713288400;11126100;2013.1;16;4;584;"SÃO PAULO";"SP";1;NA;1995;"F";113111955
2014.2;10317141465;21204100;2013.1;16;4;571.4;"DIADEMA";"SP";4;NA;1994;"M";213120218
2014.2;9704983492;11126100;2013.1;16;4;646;"RIO DE JANEIRO";"RJ";2;2;1993;"M";113110589
2014.2;1986009505;15127100;2013.1;16;4;603.3;"SENHOR DO BONFIM";"BA";1;NA;1993;"M";113112222
2014.2;5126278436;11124100;2013.1;16;4;648.2;"SALVADOR";"BA";2;NA;1987;"M";113112369
2014.2;85869105544;15127100;2013.1;16;4;632.8;"ITIÚBA";"BA";1;NA;1993;"M";113111266
2014.2;5120300570;91130100;2013.1;16;4;506.7;"EUCLIDES DA CUNHA";"BA";2;4;1990;"F";913110087
2014.2;10785854401;91130100;2013.1;16;4;572.9;"TIMBAÚBA";"PE";1;NA;1995;"F";913110192
2014.2;9257469409;15122100;2013.1;16;4;755.6;"SALGUEIRO";"PE";1;NA;1993;"F";113110317
2014.2;5604235431;71133100;2013.1;16;4;638.3;"RECIFE";"PE";1;NA;1993;"F";713110116
2014.2;9298031408;13304100;2013.1;16;4;619.7;"RECIFE";"PE";1;NA;1991;"M";113130078
2014.2;9932456411;31340100;2013.1;16;4;496.6;"PESQUEIRA";"PE";4;4;1995;"M";313130087
2014.2;10203932463;91402100;2013.1;16;4;580.6;"MACAPARANA";"PE";2;NA;1993;"M";913140021
2014.2;7286474430;71305210;2013.1;16;4;446.5;"IBIMIRIM";"PE";2;NA;1989;"F";713130235
2014.2;11035425408;71305210;2013.1;16;4;525.7;"SUMÉ";"PB";2;5;1996;"F";713130030
2014.2;8822419405;71318200;2013.1;16;4;487;"SUMÉ";"PB";2;NA;1991;"F";713130224
2014.2;9556720405;21109210;2013.1;16;4;544.1;"SOUSA";"PB";2;NA;1991;"F";213110113
2014.2;2976589488;31301200;2013.1;16;4;582.4;"SOUSA";"PB";3;NA;1978;"M";313130297
2014.2;7064007479;21310116;2013.1;16;4;476.9;"SOUSA";"PB";1;NA;1988;"M";213130287
2014.2;9503766478;11107150;2013.1;16;4;652.3;"SERRA BRANCA";"PB";2;NA;1993;"M";113110187
2014.2;5869491436;21107110;2013.1;16;4;580.2;"SÃO JOSÉ DE PIRANHAS";"PB";2;NA;1987;"M";213110057
2014.2;8501496499;13301100;2013.1;16;4;630.1;"REMÍGIO";"PB";1;NA;1995;"F";113130414
2014.2;10168212471;21105210;2013.1;16;4;480.3;"POMBAL";"PB";2;2;1994;"M";213110028
2014.2;11172244499;51206100;2013.1;16;4;579.1;"POMBAL";"PB";2;NA;1995;"F";513120532
2014.2;8305318400;41201110;2013.1;16;4;580.9;"PATOS";"PB";2;NA;1993;"F";413120011
2014.2;11010301438;41201110;2013.1;16;4;605.6;"PATOS";"PB";2;NA;1995;"F";413120012
2014.2;9457843410;41403100;2013.1;16;4;605.8;"PATOS";"PB";2;NA;1993;"M";413140003
2014.2;6401533480;51109210;2013.1;16;4;524;"NOVA FLORESTA";"PB";2;NA;1984;"F";513110158
2014.2;11171098448;51109210;2013.1;16;4;462.8;"NOVA FLORESTA";"PB";2;NA;1993;"F";513110268
2014.2;11152041495;71420100;2013.1;16;4;511.4;"MONTEIRO";"PB";2;NA;1995;"F";713140006
2014.2;10268163430;71132100;2013.1;16;4;529.1;"MONTEIRO";"PB";2;NA;1994;"M";713110273
2014.2;9609365485;31340100;2013.1;16;4;492.2;"JOÃO PESSOA";"PB";2;4;1991;"F";313130099
2014.2;9037176461;11135100;2013.1;16;4;700.5;"JOÃO PESSOA";"PB";1;NA;1992;"M";113110833
2014.2;6769461439;14102100;2013.1;16;4;653.2;"JOÃO PESSOA";"PB";1;NA;1995;"M";113110911
2014.2;11646075455;71131100;2013.1;16;4;483.3;"JOÃO PESSOA";"PB";1;NA;1995;"F";713110247
2014.2;5972398435;71318200;2013.1;16;4;490.4;"JOÃO PESSOA";"PB";2;NA;1993;"M";713130230
2014.2;10691317410;41201110;2013.1;16;4;528.9;"ITAPORANGA";"PB";1;NA;1995;"F";413120196
2014.2;2811959432;15108100;2013.1;16;4;591.1;"CAMPINA GRANDE";"PB";2;NA;1973;"F";113110248
2014.2;9292215400;13312110;2013.1;16;4;553.8;"CAMPINA GRANDE";"PB";2;NA;1993;"F";113130241
2014.2;60208236449;21105210;2013.1;16;4;568.6;"CAMPINA GRANDE";"PB";2;NA;1969;"M";213110004
2014.2;9708371432;12208200;2013.1;16;4;658.4;"CAMPINA GRANDE";"PB";1;NA;1993;"F";113120166
2014.2;70046221425;11126100;2013.1;16;4;599.8;"CAMPINA GRANDE";"PB";1;NA;1995;"F";113111232
2014.2;10479617414;13316210;2013.1;16;4;545.5;"CAMPINA GRANDE";"PB";2;NA;1994;"F";113130610
2014.2;11181676436;14102100;2013.1;16;4;637.3;"CAMPINA GRANDE";"PB";1;NA;1995;"M";113111447
2014.2;9763909490;14123100;2013.1;16;4;591.3;"CAMPINA GRANDE";"PB";3;4;1992;"M";113111607
2014.2;3113799406;15108100;2013.1;16;4;476.2;"CAMPINA GRANDE";"PB";2;NA;1979;"F";113111849
2014.2;4855901407;15121100;2013.1;16;4;535.1;"CAMPINA GRANDE";"PB";2;NA;1985;"M";113111862
2014.2;10231632410;11128100;2013.1;16;4;647.1;"CAMPINA GRANDE";"PB";1;NA;1995;"M";113112000
2014.2;11096891441;13316210;2013.1;16;4;535.3;"CAMPINA GRANDE";"PB";2;NA;1994;"M";113130865
2014.2;9456470423;11124100;2013.1;16;4;650.1;"CAMPINA GRANDE";"PB";1;NA;1993;"M";113112380
2014.2;8468979465;13309110;2013.1;16;4;554.2;"CAMPINA GRANDE";"PB";1;NA;1995;"M";113131010
2014.2;6608533454;21204100;2013.1;16;4;596.7;"CAJAZEIRAS";"PB";2;NA;1989;"F";213120059
2014.2;8771938435;91130100;2013.1;16;4;576.4;"CAJAZEIRAS";"PB";2;NA;1992;"F";913110183
2014.2;11127261444;51107110;2013.1;16;4;459;"CORONEL EZEQUIEL";"RN";2;NA;1994;"F";513110085
2014.2;7003575485;11104120;2013.1;16;4;657;"CURRAIS NOVOS";"RN";1;NA;1989;"F";113110094
2014.2;1757594485;51105210;2013.1;16;4;433.1;"CORONEL EZEQUIEL";"RN";2;NA;1994;"M";513110190
2014.2;6932651408;11104120;2013.1;16;4;603.8;"CAICÓ";"RN";1;NA;1994;"M";113112456
2014.2;10918940435;21312210;2013.2;16;4;506.1;"IPAUMIRIM";"CE";2;2;1995;"F";213230249
2014.2;10233894446;51206100;2013.2;16;4;561.9;"JUCURUTU";"RN";2;3;1994;"F";513220320
2014.2;7507340430;13311150;2013.2;16;4;584.7;"CAMPINA GRANDE";"PB";2;NA;1990;"M";113230353
2014.2;10733683436;51204100;2013.2;16;4;575.8;"CUITÉ";"PB";2;NA;1991;"F";513220078
2014.2;11648089402;41201210;2013.2;16;4;507.8;"PATOS";"PB";2;4;1995;"F";413220171
2014.2;10768997496;91402100;2013.2;16;4;513.9;"ARCOVERDE";"PE";2;NA;1995;"F";913240099
2014.2;878679405;15122100;2013.2;16;4;661.4;"ARARAQUARA";"SP";1;NA;1994;"M";113210855
2014.2;2593287403;21309210;2013.2;16;4;522.5;"BRASÍLIA";"DF";2;NA;1978;"M";213230281
2014.2;10020189435;13301100;2013.2;2;4;5.6;"BRASÍLIA";"DF";1;NA;1994;"M";113230646
2014.2;10345805402;11124100;2013.2;16;4;617.4;"BELFORD ROXO";"RJ";2;2;1994;"M";113210746
2014.2;9397693441;51203100;2013.2;16;4;561.9;"POMBAL";"PB";4;NA;1995;"F";513220418
2014.2;7791433451;13304200;2013.2;16;4;548.3;"LIVRAMENTO";"PB";2;NA;1990;"M";113230933
2014.2;7101286496;51206100;2013.2;16;4;545.6;"CUITÉ";"PB";2;2;1986;"M";513220461
2014.2;70067580416;13309210;2013.2;16;4;572.3;"CAMPINA GRANDE";"PB";1;NA;1995;"F";113230282
2014.2;11752004418;21309210;2013.2;16;4;596;"CAJAZEIRAS";"PB";1;NA;1996;"F";213230043
2014.2;10328189480;91402100;2013.2;16;4;508.6;"PARELHAS";"RN";2;NA;1993;"M";913240121
2014.2;1938841271;11124100;2014.1;16;4;654.7;"CACOAL";"RO";1;NA;1995;"M";114110928
2014.2;11831225433;11107110;2014.1;16;4;581.4;"ALAGOA NOVA";"PB";2;NA;1996;"F";114110085
2014.2;11111752419;11128100;2014.1;16;4;623;"ALAGOA NOVA";"PB";1;NA;1995;"M";114111494
2014.2;11064643469;13312110;2014.1;16;4;535.9;"ALAGOA NOVA";"PB";2;3;1996;"F";114130508
2014.2;10414176405;13310110;2014.1;16;4;553;"ALAGOA GRANDE";"PB";1;NA;1996;"F";114130680
2014.2;87274094491;41207100;2014.1;16;4;671.4;"ÁGUA BRANCA";"PB";2;3;1972;"M";414120082
2014.2;9412451440;12208200;2014.1;16;4;668.6;"CURRAIS NOVOS";"RN";1;NA;1991;"F";114120087
2014.2;9860655448;51201110;2014.1;16;4;518.5;"CURRAIS NOVOS";"RN";3;NA;1994;"F";514120217
2014.2;9558897400;14123100;2014.1;16;4;628.6;"CURRAIS NOVOS";"RN";2;5;1995;"M";114111103
2014.2;1762031418;51109110;2014.1;16;4;494.6;"CORONEL EZEQUIEL";"RN";2;NA;1993;"F";514110214
2014.2;11181430437;51109110;2014.1;16;4;486.1;"CAICÓ";"RN";1;NA;1995;"M";514110219
2014.2;1214765459;71318200;2014.1;16;4;524.7;"ARÊS";"RN";3;4;1982;"M";714130137
2014.2;6369072443;71133100;2014.1;16;4;554;"AREIA BRANCA";"RN";1;NA;1996;"F";714110257
2014.2;9776747469;41207100;2014.1;16;4;640.5;"ACARI";"RN";2;3;1995;"F";414120150
2014.2;5700131358;14102100;2014.1;16;4;731.7;"JUAZEIRO DO NORTE";"CE";1;NA;1995;"M";114110420
2014.2;7077472361;21309110;2014.1;16;4;512.8;"IPAUMIRIM";"CE";2;NA;1996;"M";214130242
2014.2;88425991404;11107110;2014.1;16;4;529.5;"CAMPINA GRANDE";"PB";2;NA;1974;"F";114111463
2014.2;9531204497;13316210;2014.1;16;4;535.2;"CAMPINA GRANDE";"PB";2;NA;1993;"F";114130697
2014.2;10850981417;13314250;2014.1;16;4;529.1;"CAMPINA GRANDE";"PB";2;NA;1995;"F";114130801
2014.2;1805400410;13316110;2014.1;16;4;487.8;"CAMPINA GRANDE";"PB";2;NA;1993;"M";114130802
2014.2;10660822431;12204100;2014.1;16;4;613.9;"CAMPINA GRANDE";"PB";1;NA;1994;"F";114120318
2014.2;4852708460;13310110;2014.1;16;4;554.7;"CAMPINA GRANDE";"PB";3;NA;1995;"F";114130612
2014.2;10519111419;14123100;2014.1;16;4;637.9;"CAMPINA GRANDE";"PB";1;NA;1994;"M";114111707
2014.2;6571829401;11107150;2014.1;5;4;NA;"CAMPINA GRANDE";"PB";1;NA;1990;"F";114111665
2014.2;60326158472;21309110;2014.1;16;4;598.6;"CAJAZEIRAS";"PB";2;3;1965;"M";214130016
2014.2;79820360404;13312110;2014.1;16;4;534;"CAMPINA GRANDE";"PB";2;NA;1969;"M";114130712
2014.2;4681947466;13304100;2014.1;16;4;546;"CAMPINA GRANDE";"PB";2;2;1982;"F";114130593
2014.2;5739818419;13316210;2014.1;16;4;548.9;"CAMPINA GRANDE";"PB";2;2;1986;"M";114130556
2014.2;6142861400;15121100;2014.1;16;4;558.4;"CAMPINA GRANDE";"PB";2;NA;1990;"M";114111610
2014.2;9705269467;13301100;2014.1;16;4;521.6;"CAMPINA GRANDE";"PB";2;4;1994;"F";114130659
2014.2;8855479423;13309110;2014.1;16;4;567.7;"CAMPINA GRANDE";"PB";1;NA;1995;"F";114130459
2014.2;8461808479;12205100;2014.1;16;4;772.2;"CAMPINA GRANDE";"PB";1;NA;1997;"M";114120205
2014.2;8206930493;71305210;2014.1;16;4;464.7;"CAMPINA GRANDE";"PB";2;NA;1991;"M";714130153
2014.2;7142497424;21316210;2014.1;16;4;550.8;"SÃO JOSÉ DOS CAMPOS";"SP";2;NA;1986;"M";214130181
2014.2;10652894488;11134100;2014.1;16;4;566.7;"SÃO BERNARDO DO CAMPO";"SP";2;NA;1995;"M";114110338
2014.2;10902265431;12208200;2014.1;16;4;632.2;"SANTO ANDRÉ";"SP";1;NA;1996;"F";114120176
2014.2;8018135495;71315110;2014.1;16;4;422.2;"SÃO PAULO";"SP";2;4;1993;"M";714130085
2014.2;10770832466;71315110;2014.1;16;4;493.8;"SÃO PAULO";"SP";2;NA;1996;"M";714130063
2014.2;11176384481;21309110;2014.1;16;4;544.8;"SÃO PAULO";"SP";2;NA;1993;"M";214130017
2014.2;10254982409;11135100;2014.1;16;4;624.1;"GUARUJÁ";"SP";1;3;1996;"F";114111509
2014.2;11176800701;71318200;2014.1;16;4;512.4;"RIO DE JANEIRO";"RJ";2;NA;1993;"M";714130112
2014.2;1302496700;15108100;2014.1;16;4;522.7;"RIO DE JANEIRO";"RJ";2;NA;1969;"M";114110642
2014.2;5516019494;11133100;2014.1;16;4;615.7;"MACEIÓ";"AL";1;NA;1994;"M";114111502
2014.2;8103967424;71133100;2014.1;16;4;567.9;"SURUBIM";"PE";4;NA;1995;"F";714110261
2014.2;10709474407;71133100;2014.1;16;4;577.8;"SERTÂNIA";"PE";2;NA;1995;"F";714110128
2014.2;10147129478;41207100;2014.1;16;4;623.2;"SERRA TALHADA";"PE";2;2;1993;"F";414120169
2014.2;70323709427;11107110;2014.1;16;4;547.5;"SANTA CRUZ DO CAPIBARIBE";"PE";2;NA;1996;"F";114110892
2014.2;70176560408;13304100;2014.1;16;4;584.9;"RECIFE";"PE";1;NA;1995;"F";114130083
2014.2;8284912406;15108100;2014.1;16;4;528.1;"RECIFE";"PE";2;NA;1989;"M";114110641
2014.2;10353471488;12204100;2014.1;16;4;631.1;"RECIFE";"PE";1;NA;1996;"F";114120191
2014.2;6835816430;11107110;2014.1;5;4;NA;"RECIFE";"PE";1;NA;1986;"F";114111663
2014.2;6554239405;15122100;2014.1;16;4;683;"PESQUEIRA";"PE";1;NA;1996;"F";114111432
2014.2;10238582400;13304100;2014.1;16;4;546.6;"JATAÚBA";"PE";2;NA;1995;"M";114130587
2014.2;6141677444;91130100;2014.1;16;4;547.6;"ITAPETIM";"PE";2;NA;1987;"F";914110173
2014.2;7410595418;41207100;2014.1;16;4;664.2;"BODOCÓ";"PE";1;NA;1988;"M";414120148
2014.2;5432616467;71318200;2014.1;16;4;513.1;"SUMÉ";"PB";2;NA;1985;"M";714130124
2014.2;10594501431;71131100;2014.1;16;4;534.2;"SUMÉ";"PB";2;NA;1994;"M";714110017
2014.2;6780549401;71305210;2014.1;16;4;532.3;"SUMÉ";"PB";2;NA;1987;"F";714130029
2014.2;8478749403;71305210;2014.1;16;4;483.6;"SUMÉ";"PB";1;NA;1989;"F";714130039
2014.2;10651758416;71305210;2014.1;16;4;433.3;"SUMÉ";"PB";2;NA;1995;"F";714130218
2014.2;7027314479;91402100;2014.1;16;4;630.2;"SOUSA";"PB";4;NA;1991;"M";914140020
2014.2;6577703450;21105210;2014.1;16;4;521;"SOUSA";"PB";2;NA;1983;"M";214110016
2014.2;11559469447;91125100;2014.1;16;4;569.7;"SOUSA";"PB";2;NA;1995;"F";914110010
2014.2;10180090437;21204100;2014.1;16;4;589.3;"SOUSA";"PB";2;5;1991;"M";214120133
2014.2;10657938475;21105210;2014.1;16;4;503.9;"SOUSA";"PB";2;NA;1996;"F";214110165
2014.2;7431269471;21310110;2014.1;16;4;528.3;"SOUSA";"PB";2;3;1986;"F";214130205
2014.2;10498789497;21316210;2014.1;16;4;525.2;"SOUSA";"PB";2;4;1995;"M";214130233
2014.2;70259280461;91130100;2014.1;16;4;531.2;"SOUSA";"PB";2;NA;1995;"M";914110213
2014.2;3862896463;21316210;2014.1;16;4;536.2;"SOUSA";"PB";2;NA;1981;"M";214130261
2014.2;11181929407;21309110;2014.1;16;4;484.9;"SOUSA";"PB";2;4;1995;"F";214130196
2014.2;2980992410;11135100;2014.1;16;4;664.6;"SERRA GRANDE";"PB";2;2;1975;"M";114110388
2014.2;3881694439;71305210;2014.1;16;4;508.4;"SERRA BRANCA";"PB";2;NA;1980;"F";714130011
2014.2;11167857496;71131100;2014.1;16;4;491.7;"SERRA BRANCA";"PB";2;NA;1996;"F";714110192
2014.2;10934577404;41207100;2014.1;16;4;684.7;"SÃO MAMEDE";"PB";1;NA;1997;"M";414120083
2014.2;9022580440;21316210;2014.1;16;4;551.7;"SÃO JOSÉ DE PIRANHAS";"PB";2;NA;1990;"M";214130166
2014.2;3680198370;21109210;2014.1;16;4;518.3;"SÃO JOSÉ DE PIRANHAS";"PB";2;NA;1989;"M";214110090
2014.2;7689216439;71420100;2014.1;16;4;468;"SÃO JOSÉ DE CAIANA";"PB";2;NA;1995;"M";714140027
2014.2;75970228400;13314210;2014.1;16;4;534.2;"SANTA LUZIA";"PB";2;NA;1971;"M";114130515
2014.2;9848723455;21310110;2014.1;16;4;607.4;"SANTA HELENA";"PB";2;3;1992;"M";214130061
2014.2;7247350466;15108100;2014.1;16;4;459.4;"SANTA CRUZ";"PB";2;NA;1987;"F";114111792
2014.2;11046567446;11135100;2014.1;16;4;582.5;"QUEIMADAS";"PB";2;4;1994;"F";114111036
2014.2;9854477452;15121100;2014.1;16;4;601.7;"QUEIMADAS";"PB";3;NA;1995;"M";114110681
2014.2;2492451402;13310210;2014.1;5;4;NA;"PUXINANÃ";"PB";1;NA;1978;"F";114130746
2014.2;7581736440;15127100;2014.1;16;4;641.7;"POMBAL";"PB";1;NA;1990;"M";114110839
2014.2;11524822469;91125100;2014.1;16;4;553.6;"POMBAL";"PB";2;NA;1995;"F";914110008
2014.2;11685184405;21312110;2014.1;16;4;532.7;"POMBAL";"PB";2;NA;1994;"F";214130115
2014.2;8102594438;31340100;2014.1;16;4;565.6;"POMBAL";"PB";2;NA;1995;"F";314130086
2014.2;7737057404;91125100;2014.1;16;4;500.6;"POMBAL";"PB";2;NA;1989;"F";914110182
2014.2;1778106455;91130100;2014.1;16;4;571.5;"POMBAL";"PB";2;5;1989;"M";914110139
2014.2;10594151430;21105210;2014.1;16;4;508.3;"POMBAL";"PB";2;NA;1993;"F";214110151
