"periodo_evasao";"id_aluno";"codigo_curso";"periodo_ingressao";"codigo_ingressao";"codigo_evasao";"nota_ingressao";"naturalidade";"estado";"tipo_ensino";"cotista";"ano_nascimento";"genero";"matricula"
2006.2;2543920404;14123100;2004.2;5;4;NA;"PICOS";"PI";NA;NA;1976;"F";104210257
2006.2;834077400;13301200;2004.2;5;4;NA;"MACAU";"RN";NA;NA;1979;"F";104230337
2006.2;1948999420;41403100;2004.2;5;4;NA;"QUIXABA";"PB";NA;NA;1974;"M";404240037
2006.2;1811206158;21316110;2004.2;1;4;437.3;"SANTANA DE MANGUEIRA";"PB";NA;NA;1985;"F";204230109
2006.2;2405233509;14123100;2004.2;1;4;553;"PAULO AFONSO";"BA";NA;NA;1986;"M";104210105
2006.2;2787179428;21312210;2004.2;1;4;428;"LASTRO";"PB";NA;NA;1974;"F";204230071
2006.2;172951305;14102100;2004.2;1;4;597.8;"JUAZEIRO DO NORTE";"CE";NA;NA;1984;"M";104210014
2006.2;97943983491;31360200;2004.2;1;4;637;"ITAPORANGA";"PB";NA;NA;1975;"M";304230035
2006.2;89457200306;31360200;2004.2;1;4;633;"BARRO";"CE";NA;NA;1982;"M";304230037
2006.2;4816436480;13301100;2004.2;1;4;532.6;"SANTA CRUZ DO CAPIBARIBE";"PE";NA;NA;1984;"M";104230007
2006.2;4747246460;15121100;2004.2;2;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1983;"M";104210250
2006.2;2975171471;13301100;2004.2;5;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1977;"F";104230340
2006.2;5645331494;15122100;2005.1;1;4;547;"CAICÓ";"RN";NA;NA;1987;"M";105110263
2006.2;3097778446;14102100;2005.1;1;4;619;"PESQUEIRA";"PE";NA;NA;1978;"M";105110123
2006.2;5516165474;21316210;2005.1;1;4;465.3;"ICÓ";"CE";NA;NA;1985;"M";205130449
2006.2;5178425480;11128100;2005.1;1;4;0;"SÃO JOSÉ DO EGITO";"PE";NA;NA;1983;"F";105110586
2006.2;49186922491;21312110;2005.1;12;4;NA;"ANTENOR NAVARRO";"PB";NA;NA;1967;"F";205130815
2006.2;2571290576;14123100;2005.1;1;4;618.6;"SALVADOR";"BA";NA;NA;1985;"M";105110405
2006.2;917682505;13312110;2005.1;5;4;NA;"IRECÊ";"BA";NA;NA;1983;"F";105130801
2006.2;2546632493;21312110;2005.1;1;4;NA;"UIRAÚNA";"PB";NA;NA;1968;"F";205130857
2006.2;5930784469;21309110;2005.1;1;4;494.7;"SOUSA";"PB";NA;NA;1985;"F";205130607
2006.2;6059164463;15108100;2005.1;1;4;461.8;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";105110740
2006.2;1090306482;15108100;2005.1;1;4;443;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";105110748
2006.2;5352923410;13301100;2005.1;1;4;549;"CAMPINA GRANDE";"PB";NA;NA;1986;"F";105130011
2006.2;4846522490;13301100;2005.1;1;4;552;"CAMPINA GRANDE";"PB";NA;NA;1983;"M";105130005
2006.2;5075536409;13301100;2005.1;5;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1982;"F";105130810
2006.2;2854751426;13312110;2005.1;5;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1979;"F";105130799
2006.2;6866437474;13301100;2005.1;1;4;584;"MONTEIRO";"PB";NA;NA;1988;"F";105130019
2006.2;997777460;11124100;2005.1;1;4;621.9;"JOÃO PESSOA";"PB";NA;NA;1984;"M";105110532
2006.2;5393786409;13304100;2005.1;1;4;536.8;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";105130159
2006.2;5844591496;13304100;2005.1;1;4;563.7;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";105130165
2006.2;6529553479;14123100;2005.1;1;4;591.9;"CAMPINA GRANDE";"PB";NA;NA;1987;"M";105110445
2006.2;5392262465;11124100;2005.1;1;4;551.2;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";105110529
2006.2;3873316463;11124100;2005.1;1;4;543.9;"CAMPINA GRANDE";"PB";NA;NA;1983;"M";105110542
2006.2;1363147404;13301100;2005.1;1;4;604.7;"CAMPINA GRANDE";"PB";NA;NA;1985;"F";105130023
2006.2;778385485;15121100;2005.1;1;4;601.1;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";105110213
2006.2;7273246409;15108100;2005.1;1;4;462.1;"PATOS";"PB";NA;NA;1988;"M";105110726
2006.2;6286694455;13301100;2005.1;1;4;566.6;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";105130039
2006.2;6184899406;13304100;2005.1;1;4;517.5;"CAMPINA GRANDE";"PB";NA;NA;1985;"F";105130181
2006.2;6774087493;11126100;2005.1;1;4;561.4;"CAMPINA GRANDE";"PB";NA;NA;1986;"F";105110335
2006.2;7254468469;13301100;2005.1;1;4;0;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";105130013
2006.2;6166833407;11128100;2005.1;1;4;578.3;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";105110605
2006.2;1362354414;15127100;2005.1;1;4;528.2;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";105110376
2006.2;797796460;14123100;2005.1;1;4;594.5;"CAJAZEIRAS";"PB";NA;NA;1987;"M";105110427
2006.2;6248760470;15108100;2005.1;1;4;472.7;"CAJAZEIRAS";"PB";NA;NA;1986;"F";105110739
2006.2;5447219426;14123100;2005.1;1;4;584;"CAICÓ";"RN";NA;NA;1987;"M";105110762
2006.2;4430851450;21312110;2005.1;1;4;NA;"CAJAZEIRAS";"PB";NA;NA;1981;"F";205130870
2006.2;5179535441;14123100;2005.1;1;4;582;"AREIA";"PB";NA;NA;1988;"M";105110757
2006.2;31186998334;21312210;2005.2;12;4;NA;"AURORA";"CE";NA;NA;1964;"F";205230863
2006.2;847296431;13301100;2005.2;1;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1978;"F";105230710
2006.2;386017107;21309210;2005.2;1;4;497.2;"CAJAZEIRAS";"PB";NA;NA;1982;"M";205230629
2006.2;3404724488;21312210;2005.2;12;4;NA;"CAJAZEIRAS";"PB";NA;NA;1974;"M";205230862
2006.2;7164956430;14102100;2005.2;1;4;603.6;"AREIA";"PB";NA;NA;1985;"M";105210154
2006.2;5272304489;11124100;2005.2;1;4;521.6;"AREIA";"PB";NA;NA;1984;"M";105210560
2006.2;6600862475;13301100;2005.2;1;4;528.1;"JOÃO PESSOA";"PB";NA;NA;1986;"M";105230045
2006.2;7152650403;13301100;2005.2;1;4;548.1;"ESCADA";"PE";NA;NA;1988;"M";105230071
2006.2;66849357387;15122100;2005.2;1;4;537.4;"BARRO";"CE";NA;NA;1983;"M";105210295
2006.2;5168658466;13301200;2005.2;1;4;529;"ALAGOA GRANDE";"PB";NA;NA;1987;"M";105230119
2006.2;7166627413;13301200;2005.2;1;4;588.1;"TAQUARITINGA DO NORTE";"PE";NA;NA;1987;"F";105230090
2006.2;6056529452;12205100;2005.2;1;4;0;"PATU";"RN";NA;NA;1986;"M";105220042
2006.2;6697465417;13304200;2005.2;1;4;481.5;"SANTA CRUZ DO CAPIBARIBE";"PE";NA;NA;1986;"M";105230223
2006.2;80484158287;13301200;2005.2;1;4;571.3;"ALTAMIRA";"PA";NA;NA;1985;"F";105230104
2006.2;6905335436;21309210;2005.2;1;4;478.9;"POMBAL";"PB";NA;NA;1985;"F";205230628
2006.2;5289549463;21309210;2005.2;1;4;527.9;"POMBAL";"PB";NA;NA;1985;"F";205230616
2006.2;6457548466;21204100;2005.2;1;4;519;"UIRAÚNA";"PB";NA;NA;1987;"F";205220120
2006.2;4159692478;13312210;2005.2;12;4;NA;"REMÍGIO";"PB";NA;NA;1982;"F";105230743
2006.2;95297480434;13312110;2005.2;5;4;NA;"AREIA";"PB";NA;NA;1973;"F";105230798
2006.2;4986465481;13304200;2005.2;1;4;489.9;"SÃO PAULO";"SP";NA;NA;1984;"M";105230224
2006.2;7008267428;21316110;2005.2;1;4;444.1;"SÃO PAULO";"SP";NA;NA;1986;"M";205230485
2006.2;6249499407;14102100;2005.2;1;4;NA;"SÃO PAULO";"SP";NA;NA;1986;"F";105210785
2006.2;4001639424;14102100;2005.2;1;4;0;"RECIFE";"PE";NA;NA;1981;"M";105210147
2006.2;7062118478;13301200;2005.2;1;4;535.6;"SOUSA";"PB";NA;NA;1985;"F";105230095
2006.2;5389388461;41410100;2005.2;1;4;0;"SOUSA";"PB";NA;NA;1985;"M";405210082
2006.2;4041937493;21309210;2005.2;1;4;496.5;"SOUSA";"PB";NA;NA;1982;"M";205230627
2006.2;5372947403;13301200;2005.2;1;4;528.3;"JOÃO PESSOA";"PB";NA;NA;1985;"F";105230089
2006.2;5624395442;14123100;2005.2;1;4;557.4;"JOÃO PESSOA";"PB";NA;NA;1985;"M";105210501
2006.2;1237291496;11133100;2005.2;1;4;500.2;"JOÃO PESSOA";"PB";NA;NA;1983;"F";105210767
2006.2;1355774462;13301100;2005.2;1;4;541.8;"CAMPINA GRANDE";"PB";NA;NA;1986;"F";105230073
2006.2;7199222408;15122100;2005.2;1;4;533.2;"CAMPINA GRANDE";"PB";NA;NA;1985;"F";105210303
2006.2;5236431441;11133100;2005.2;1;4;0;"CAMPINA GRANDE";"PB";NA;NA;1985;"F";105210748
2006.2;2354734484;13304200;2005.2;1;4;495.4;"CAMPINA GRANDE";"PB";NA;NA;1977;"F";105230193
2006.2;5781391460;13304200;2005.2;1;4;619.2;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";105230217
2006.2;4218685460;13304200;2005.2;1;4;569.5;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";105230219
2006.2;5739828481;13304200;2005.2;1;4;577.2;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";105230227
2006.2;6514792405;11133100;2005.2;1;4;491.9;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";105210754
2006.2;785663479;13301100;2005.2;1;4;542.2;"CAMPINA GRANDE";"PB";NA;NA;1988;"M";105230059
2006.2;778814432;13301100;2005.2;1;4;534;"CAMPINA GRANDE";"PB";NA;NA;1979;"F";105230065
2006.2;5608949455;11133100;2005.2;1;4;507.6;"CAMPINA GRANDE";"PB";NA;NA;1981;"M";105210757
2006.2;788995405;15122100;2005.2;1;4;0;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";105210279
2006.2;4869917416;13317100;2005.2;1;4;548.5;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";105230146
2006.2;782094473;14102100;2005.2;1;4;0;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";105210151
2006.2;725449785;21316110;2005.2;1;4;509.9;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";205230510
2006.2;2621248403;13312110;2005.2;5;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1974;"F";105230803
2006.2;35752220441;13301100;2005.2;5;4;NA;"CAMPINA GRANDE";"PB";NA;NA;1979;"F";105230787
2006.2;6937482493;13301200;2005.2;1;4;530.6;"NATAL";"RN";NA;NA;1987;"F";105230097
2006.2;5399546400;11124100;2005.2;1;4;523.5;"NATAL";"RN";NA;NA;1987;"M";105210573
2006.2;1481000403;12205100;2005.2;1;4;689;"NATAL";"RN";NA;NA;1985;"F";105220045
2006.2;5047763471;12205100;2005.2;1;4;695;"NATAL";"RN";NA;NA;1984;"M";105220069
2006.2;2635397333;11124100;2006.1;1;4;620.2;"TERESINA";"PI";NA;NA;1987;"M";106110553
2006.2;4657405454;21309110;2006.1;1;4;495.6;"CAICÓ";"RN";NA;NA;1982;"M";206130585
2006.2;5986747488;13312110;2006.1;1;4;493.1;"ESPERANÇA";"PB";NA;NA;1986;"F";106130770
2006.2;7290615409;15108100;2006.1;1;4;476.5;"CUITÉ";"PB";NA;NA;1986;"M";106110757
2006.2;6767471402;15122100;2006.1;1;4;552.6;"COREMAS";"PB";NA;NA;1987;"F";106110282
2006.2;7397737471;15127100;2006.1;1;4;590.3;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";106110391
2006.2;145664543;14102100;2006.1;1;4;603.2;"CAMPINA GRANDE";"PB";NA;NA;1988;"M";106110139
2006.2;7136540402;15108100;2006.1;1;4;580.9;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";106110753
2006.2;6022223466;13312110;2006.1;1;4;585;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";106130781
2006.2;1822621380;21204100;2006.1;1;4;592.7;"PICOS";"PI";NA;NA;1985;"F";206120097
2006.2;2768044490;11133100;2006.1;1;4;523;"C DO SUL";"RS";NA;NA;1978;"M";106110862
2006.2;6742153466;11124100;2006.1;1;4;550;"BRASÍLIA";"DF";NA;NA;1988;"M";106110838
2006.2;875999530;15122100;2006.1;1;4;594.2;"SALVADOR";"BA";NA;NA;1982;"M";106110281
2006.2;3230604555;15121100;2006.1;1;4;491.5;"IRECÊ";"BA";NA;NA;1987;"M";106110235
2006.2;1966803524;15121100;2006.1;1;4;529.4;"IRECÊ";"BA";NA;NA;1985;"M";106110238
2006.2;5738896432;12205100;2006.1;1;4;730.8;"SOBRADINHO";"BA";NA;NA;1984;"F";106120011
2006.2;7217449405;14123100;2006.1;1;4;649.6;"JOÃO PESSOA";"PB";NA;NA;1988;"M";106110432
2006.2;5850309446;14123100;2006.1;1;4;745.2;"JOÃO PESSOA";"PB";NA;NA;1985;"M";106110436
2006.2;7444717451;14102100;2006.1;1;4;628;"JOÃO PESSOA";"PB";NA;NA;1987;"M";106110127
2006.2;5190602451;14123100;2006.1;1;4;608.4;"JOÃO PESSOA";"PB";NA;NA;1988;"M";106110464
2006.2;6521171249;14102100;2006.1;1;4;604.1;"JOÃO PESSOA";"PB";NA;NA;1988;"M";106110113
2006.2;2541108354;11128100;2006.1;1;4;589.6;"JUAZEIRO DO NORTE";"CE";NA;NA;1988;"F";106110620
2006.2;6818192432;11128100;2006.1;1;4;571.9;"PICUÍ";"PB";NA;NA;1988;"M";106110625
2006.2;7385239412;15121100;2006.1;1;4;576;"IBIRANGA";"PE";NA;NA;1985;"M";106110239
2006.2;5640663464;15122100;2006.1;1;4;571.6;"PATOS";"PB";NA;NA;1985;"M";106110272
2006.2;6394055417;15121100;2006.1;1;4;510.2;"CAMPOS";"RJ";NA;NA;1986;"M";106110222
2006.2;1186946423;11133100;2006.1;1;4;527.1;"JOÃO PESSOA";"PB";NA;NA;1982;"M";106110766
2006.2;7337735405;11133100;2006.1;1;4;598.7;"FEIRA DE SANTANA";"BA";NA;NA;1987;"M";106110767
2006.2;6656748481;15127100;2006.1;1;4;544;"VOLTA REDONDA";"RJ";NA;NA;1988;"F";106110406
2006.2;7209714464;13301100;2006.1;11;4;536.3;"JOÃO PESSOA";"PB";NA;NA;1989;"M";106130040
2006.2;7040562405;15121100;2006.1;1;4;489;"ALAGOA GRANDE";"PB";NA;NA;1986;"F";106110841
2006.2;7671274470;11128100;2006.1;1;4;549.9;"SÃO PAULO";"SP";NA;NA;1986;"F";106110630
2006.2;6696552448;11128100;2006.1;1;4;578.8;"CAICÓ";"RN";NA;NA;1988;"M";106110635
2006.2;1033795410;21316210;2006.1;1;4;486.6;"SOUSA";"PB";NA;NA;1981;"F";206130461
2006.2;6464392433;11126100;2006.1;1;4;551.1;"PAULISTA";"PB";NA;NA;1987;"F";106110360
2006.2;5872460490;11133100;2006.1;1;4;563.4;"PATOS";"PB";NA;NA;1988;"M";106110794
2006.2;7068577474;41410100;2006.1;1;4;550.2;"PATOS";"PB";NA;NA;1988;"M";406140066
2006.2;6627863430;11126100;2006.1;11;4;591.4;"JOÃO PESSOA";"PB";NA;NA;1988;"M";106110364
2006.2;5628356441;21309110;2006.1;1;4;520.1;"JOÃO PESSOA";"PB";NA;NA;1987;"M";206130616
2006.2;6858788484;13304100;2006.1;1;4;540.2;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";106130168
2006.2;7135575407;21312110;2006.1;1;4;478.6;"CAMPINA GRANDE";"PB";NA;NA;1988;"F";206130797
2006.2;7382520420;14102100;2006.1;1;4;600;"CAMPINA GRANDE";"PB";NA;NA;1987;"F";106110802
2006.2;7357293440;14102100;2006.1;1;4;601;"CAMPINA GRANDE";"PB";NA;NA;1988;"M";106110803
2006.2;5801971408;13304100;2006.1;1;4;499;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";106130793
2006.2;5288141410;21204100;2006.1;11;4;576.3;"CAJAZEIRAS";"PB";NA;NA;1988;"M";206120081
2006.2;4219034498;13312110;2006.1;1;4;530.3;"CAMPINA GRANDE";"PB";NA;NA;1983;"F";106130780
2006.2;2103088425;11124100;1996.2;1;5;471;NA;NA;NA;NA;1975;"M";196210124
2006.2;3330825405;15121100;1998.1;1;5;507;NA;NA;NA;NA;1979;"M";198110372
2006.2;92981488449;13301100;1998.2;1;5;524;NA;NA;NA;NA;1974;"M";198230200
2006.2;3716367443;13301200;1998.2;1;5;464;NA;NA;NA;NA;1981;"F";198230293
2006.2;3418007406;11107210;1999.1;12;5;485;"BOQUEIRÃO";"PB";NA;NA;1980;"F";199190015
2006.2;766195406;13301100;1999.1;1;5;578;"PETROLINA";"PE";NA;NA;1977;"M";199130028
2006.2;87311291453;21316110;2006.2;12;5;622;"APARECIDA";"PB";NA;NA;1972;"M";206230863
2006.2;5211653424;13301100;2002.1;1;6;556.1;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";102130019
2006.2;4855925411;13304200;2003.2;1;6;494.5;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";103230095
2006.2;4043400403;21312110;2004.1;1;6;414;"POMBAL";"PB";NA;NA;1983;"F";204130193
2006.2;98414313191;21312110;2004.1;1;6;431.5;"LAGOA";"PB";NA;NA;1980;"F";204130084
2006.2;25348121819;21309210;2004.2;1;6;467.1;"CAJAZEIRAS";"PB";NA;NA;1972;"M";204230028
2006.2;6002022406;21316210;2005.1;1;6;475.6;"PICUÍ";"PB";NA;NA;1979;"M";205130454
2006.2;6249996451;21312110;2005.1;1;6;NA;"LASTRO";"PB";NA;NA;1984;"F";205130866
2006.2;5658997402;21312110;2005.1;1;6;487.9;"SOUSA";"PB";NA;NA;1982;"F";205130781
2006.2;4465833407;13301100;2005.1;1;6;553;"RIO DE JANEIRO";"RJ";NA;NA;1983;"M";105130010
2006.2;5633801440;21316210;2005.1;1;6;486.7;"SANTA CRUZ";"PB";NA;NA;1985;"F";205130471
2006.2;4557223400;13312110;2005.1;11;7;556.3;"REMÍGIO";"PB";NA;NA;1983;"F";105130757
2006.2;774818441;11128100;2004.1;1;8;532.7;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";104110359
2006.2;5635316492;11128100;2006.1;1;8;537.6;"ESPERANÇA";"PB";NA;NA;1987;"F";106110619
2006.2;7251908417;12205100;2006.2;1;8;691;"NATAL";"RN";NA;NA;1987;"F";106220186
2006.2;6108509465;12205100;2006.2;1;8;704;"NATAL";"RN";NA;NA;1984;"M";106220151
2006.2;6983212436;12205100;2006.2;1;8;695;"NATAL";"RN";NA;NA;1988;"M";106220142
2006.2;7425811448;12205100;2006.2;1;8;699;"NATAL";"RN";NA;NA;1988;"M";106220164
2006.2;5474498446;12205100;2006.2;1;8;704.9;"NATAL";"RN";NA;NA;1985;"M";106220055
2006.2;1352224437;12205100;2006.2;11;8;NA;"JOÃO PESSOA";"PB";NA;NA;1986;"M";106220202
2006.2;4748900407;12205100;2006.2;11;8;NA;"RECIFE";"PE";NA;NA;1985;"M";106220204
2006.2;6788284407;15122100;1995.2;1;12;417;NA;NA;NA;NA;1976;"M";195210301
2006.2;3517655490;14123100;1999.1;1;12;585;"CAMPINA GRANDE";"PB";NA;NA;1980;"M";199110155
2006.2;84781165320;14123100;1999.2;1;12;548;"JUAZEIRO DO NORTE";"CE";NA;NA;1980;"M";199210057
2006.2;4154132490;14123100;1999.2;1;12;563;"FORTALEZA";"CE";NA;NA;1980;"M";199210140
2006.2;1009655477;11124100;2001.1;1;12;504;"PATOS";"PB";NA;NA;1981;"M";101110408
2006.2;3983733450;14123100;2001.1;1;12;592;"MACEIÓ";"AL";NA;NA;1982;"M";101110385
2006.2;2653681463;14123100;2001.2;1;12;552;"CAJAZEIRAS";"PB";NA;NA;1977;"M";101210213
2006.2;3134730480;14123100;2001.2;1;12;574;"FORTALEZA";"CE";NA;NA;1979;"M";101210138
2006.2;4420957409;14102100;2001.2;1;12;591;"RECIFE";"PE";NA;NA;1981;"M";101210033
2006.2;5102097423;14123100;2002.1;1;12;634;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";102110231
2006.2;4689539499;14123100;2002.1;1;12;641.8;"CAMPINA GRANDE";"PB";NA;NA;1983;"F";102110229
2006.2;4238344448;14123100;2002.1;1;12;610.8;"CAMPINA GRANDE";"PB";NA;NA;1983;"F";102110243
2006.2;5443627481;14123100;2002.1;1;12;596.1;"PATOS";"PB";NA;NA;1984;"M";102110257
2006.2;4513868414;14123100;2002.2;1;12;570.3;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";102210137
2006.2;5380048439;14123100;2002.2;1;12;583.1;"JOÃO PESSOA";"PB";NA;NA;1984;"M";102210119
2006.2;1284907481;14123100;2002.2;1;12;560.3;"JOÃO PESSOA";"PB";NA;NA;1980;"M";102210152
2006.2;4689113408;14123100;2002.2;1;12;548;"CAMPINA GRANDE";"PB";NA;NA;1983;"M";102210247
2006.2;1349915599;14123100;2003.1;1;12;621.5;"JOÃO PESSOA";"PB";NA;NA;1984;"M";103110241
2006.2;5894935407;14123100;2003.2;1;12;558.6;"JOÃO PESSOA";"PB";NA;NA;1985;"M";103210152
2006.2;84329025272;14123100;2003.2;1;12;555.6;"TUCURUÍ";"PA";NA;NA;1984;"M";103210157
2006.2;6441409410;14123100;2004.1;1;12;617.3;"CAMPINA GRANDE";"PB";NA;NA;1986;"M";104110241
2006.2;4903654427;13304100;2001.1;1;14;524;"CAMPINA GRANDE";"PB";NA;NA;1983;"F";101130049
2006.2;95208445387;11124100;2002.2;1;14;571.5;"VÁRZEA ALEGRE";"CE";NA;NA;1983;"M";102210190
2006.2;1343425425;11128100;2003.1;1;14;490;"SÃO PAULO";"SP";NA;NA;1981;"M";103110388
2006.2;6495864418;15127100;2003.1;1;14;465;"CAMPINA GRANDE";"PB";NA;NA;1985;"M";103110431
2006.2;4308671400;11124100;2003.1;1;14;586;"CAMPINA GRANDE";"PB";NA;NA;1984;"M";103110279
2006.2;4402538459;13317100;2003.2;1;14;590.7;"CAMPINA GRANDE";"PB";NA;NA;1982;"M";103230181
2006.2;52707555487;13312210;2003.2;12;14;477;"BREJO DO CRUZ";"PB";NA;NA;1963;"F";103230242
2006.2;5174550485;21309110;2004.1;1;14;459.7;"POMBAL";"PB";NA;NA;1985;"F";204130028
2006.2;5347163429;21316110;2004.2;1;14;477;"SOUSA";"PB";NA;NA;1984;"M";204230080
2006.2;3302395469;11107210;2005.1;12;14;NA;"PICUÍ";"PB";NA;NA;1978;"F";105110772
2006.2;7361723438;11133100;2005.2;1;14;NA;"PATOS";"PB";NA;NA;1987;"M";105210789
2007.1;2750312418;11128100;1997.1;1;1;424;"CAMPINA GRANDE";"PB";NA;NA;1978;"F";197110460
2007.1;74404377568;11124100;1997.2;1;1;514;NA;NA;NA;NA;1977;"M";197210192
2007.1;822466457;15122100;1999.2;1;1;455;"CAMPINA GRANDE";"PB";NA;NA;1980;"M";199210061
2007.1;86831054315;11128100;2000.1;1;1;546;"CRATO";"CE";NA;NA;1981;"M";100110321
2007.1;4316888420;15127100;2000.1;1;1;453;"CAMPINA GRANDE";"PB";NA;NA;1981;"M";100110307
2007.1;80565760459;13309110;2000.1;12;1;692;"DIAMANTE";"PB";NA;NA;1973;"F";100180003
2007.1;48837547404;13309110;2000.1;12;1;540;"ALAGOA GRANDE";"PB";NA;NA;1966;"M";100180016
2007.1;4152844493;15121100;2000.1;1;1;458;"CAMPINA GRANDE";"PB";NA;NA;1980;"F";100140016
2007.1;5287156405;11126100;2000.1;1;1;515;"CAMPINA GRANDE";"PB";NA;NA;1980;"M";100110279
2007.1;2134609478;11107110;2000.1;12;1;464;"CAMPINA GRANDE";"PB";NA;NA;1973;"M";100190003
2007.1;50780438315;11107210;2000.1;12;1;456;"ESPERANÇA";"PB";NA;NA;1957;"F";100190004
2007.1;50040553434;11107210;2000.1;12;1;487;"PARELHAS";"RN";NA;NA;1965;"F";100190012
2007.1;66030374400;21309210;2000.2;12;1;380;"SOUSA";"PB";NA;NA;1969;"F";200280083
2007.1;1136223410;15122100;2000.2;1;1;463;"POMBAL";"PB";NA;NA;1980;"M";100210060
2007.1;79904378487;41410100;2000.2;1;1;509;"CAMPINA GRANDE";"PB";NA;NA;1971;"F";400240006
2007.1;80632254300;12205100;2001.1;1;1;704;"FORTALEZA";"CE";NA;NA;1978;"M";101120016
2007.1;5037167400;12205100;2001.1;1;1;683;"JOÃO PESSOA";"PB";NA;NA;1983;"F";101120042
2007.1;1037267486;11107110;2001.1;1;1;412;"SOLEDADE";"PB";NA;NA;1983;"F";101110420
2007.1;1271888432;12205100;2001.1;1;1;690;"JOÃO PESSOA";"PB";NA;NA;1982;"F";101120040
2007.1;91964903491;11107210;2001.1;1;1;470;"CAMPINA GRANDE";"PB";NA;NA;1975;"M";101110106
2007.1;4174336466;15121100;2001.1;1;1;439;"CAMPINA GRANDE";"PB";NA;NA;1984;"F";101110152
2007.1;772096481;15121100;2001.1;1;1;422;"CAMPINA GRANDE";"PB";NA;NA;1982;"F";101110158
2007.1;4241196411;12205100;2001.1;1;1;692;"CAMPINA GRANDE";"PB";NA;NA;1983;"M";101120033
2007.1;3529391417;11124100;2001.1;1;1;498;"CAMPINA GRANDE";"PB";NA;NA;1980;"M";101110407
2007.1;3763764496;15121100;2001.1;1;1;510;"NATAL";"RN";NA;NA;1982;"F";101110136
2007.1;1079737405;12205100;2001.1;1;1;695;"NATAL";"RN";NA;NA;1982;"F";101120027
2007.1;3690394406;13304100;2001.1;1;1;512;"SANTA CRUZ DO CAPIBARIBE";"PE";NA;NA;1983;"M";101130057
2007.1;3840078482;13304100;2001.1;1;1;504;"SÃO BERNARDO DO CAMPO";"SP";NA;NA;1983;"F";101130061
2007.1;7524385730;11128100;2001.1;1;1;460;"SERRA BRANCA";"PB";NA;NA;1976;"F";101110441
2007.1;4657889478;11124100;2001.1;1;1;537;"COELHO NETO";"MA";NA;NA;1983;"M";101110271
2007.1;4407235403;11126100;2001.1;1;1;493;"CARUARU";"PE";NA;NA;1983;"M";101110411
2007.1;4355477479;13304100;2001.1;1;1;512;"CAMPINA GRANDE";"PB";NA;NA;1981;"F";101130054
2007.1;3434676406;15122100;2001.1;1;1;606;"CAMPINA GRANDE";"PB";NA;NA;1980;"F";101110169
2007.1;84687479391;15122100;2001.1;1;1;533;"JUAZEIRO DO NORTE";"CE";NA;NA;1981;"M";101110193
2007.1;91354196368;15122100;2001.1;1;1;513;"JUAZEIRO DO NORTE";"CE";NA;NA;1982;"M";101110207
2007.1;64666140344;12205100;2001.2;1;1;676;"FORTALEZA";"CE";NA;NA;1981;"F";101220055
2007.1;89284615372;12205100;2001.2;1;1;678;"FORTALEZA";"CE";NA;NA;1983;"M";101220044
2007.1;92451535334;12205100;2001.2;1;1;680;"FORTALEZA";"CE";NA;NA;1981;"F";101220034
2007.1;91346037353;12205100;2001.2;1;1;681;"FORTALEZA";"CE";NA;NA;1982;"M";101220025
2007.1;4333689422;41410100;2001.2;1;1;492;"CAICÓ";"RN";NA;NA;1981;"F";401240037
2007.1;1075599431;12205100;2001.2;1;1;673;"PATOS";"PB";NA;NA;1980;"F";101220046
2007.1;2888020475;13304200;2001.2;2;1;NA;"PATOS";"PB";NA;NA;1980;"F";101230317
2007.1;1158687478;41410100;2001.2;1;1;523;"JOÃO PESSOA";"PB";NA;NA;1982;"M";401240009
