1999.1,6,2,33.3333333333333
1999.2,16,8,50
2000.1,7,6,85.7142857142857
2000.2,13,10,76.9230769230769
2001.1,38,18,47.3684210526316
2001.2,31,17,54.8387096774194
2002.1,34,19,55.8823529411765
2002.2,36,10,27.7777777777778
2003.1,39,18,46.1538461538462
2003.2,46,21,45.6521739130435
2004.1,40,16,40
2004.2,44,17,38.6363636363636
2005.1,40,19,47.5
2005.2,41,26,63.4146341463415
2006.1,44,21,47.7272727272727
2006.2,51,21,41.1764705882353
2007.1,40,16,40
2007.2,50,26,52
2008.1,41,25,60.9756097560976
2008.2,66,40,60.6060606060606
2009.1,92,62,67.3913043478261
2009.2,90,63,70
2010.1,133,92,69.1729323308271
2010.2,136,100,73.5294117647059
2011.1,133,99,74.4360902255639
2011.2,136,90,66.1764705882353
2012.1,124,83,66.9354838709677
2012.2,132,100,75.7575757575758
2013.1,99,63,63.6363636363636
2013.2,117,69,58.974358974359
2014.1,127,81,63.7795275590551
2014.2,112,69,61.6071428571429
2015.1,123,71,57.7235772357724
2015.2,125,78,62.4
